ID	diet_wearables_1	diet_wearables_2	diet_wearables_3	diet_wearables_4	diet_wearables_5	diet_wearables_6	diet_wearables_7	diet_wearables_8	diet_wearables_9	diet_wearables_10	diet_wearables_11	diet_wearables_12	diet_wearables_13	diet_wearables_14	diet_wearables_15	diet_wearables_16	diet_wearables_17	diet_wearables_18	diet_wearables_19	diet_wearables_20	diet_wearables_21	diet_wearables_22	diet_wearables_23	diet_wearables_24	diet_wearables_25	diet_wearables_26	diet_wearables_27	diet_wearables_28	diet_wearables_29	diet_wearables_30	diet_wearables_31	diet_wearables_32	diet_wearables_33	diet_wearables_34	diet_wearables_35	diet_wearables_36	diet_wearables_37	diet_wearables_38	diet_wearables_39	diet_wearables_40	diet_wearables_41	diet_wearables_42	diet_wearables_43	diet_wearables_44	diet_wearables_45	diet_wearables_46	diet_wearables_47	diet_wearables_48	diet_wearables_49	diet_wearables_50	diet_wearables_51	diet_wearables_52	diet_wearables_53	diet_wearables_54	diet_wearables_55	diet_wearables_56	diet_wearables_57	diet_wearables_58	diet_wearables_59	diet_wearables_60	diet_wearables_61	diet_wearables_62	diet_wearables_63	diet_wearables_64	diet_wearables_65	diet_wearables_66	diet_wearables_67	diet_wearables_68	diet_wearables_69	diet_wearables_70	diet_wearables_71	diet_wearables_72	diet_wearables_73	diet_wearables_74
1	-0.008871872517558955	-0.9190209254919085	-1.123543665421296	-0.32149016565214306	NA	NA	-2.338601333456995	0.12685053963270768	NA	NA	-1.3056148677754351	-0.23184015743356615	NA	1.1427565009159626	2.2357478148181222	0.9801978646591786	0.017094216164297814	0.49877945086077613	-0.7685024087594161	-1.0894589009057638	NA	-0.7886025474578016	0.4192321009898164	0.569567547107213	-0.9994738810087462	NA	-0.23948296043047804	-0.5414387791326293	-1.5195802323164809	NA	0.7276870956650257	-0.5973767699161219	1.2417623737509185	2.0326172115397956	NA	0.19046689482833676	NA	-0.301327684414239	NA	NA	-1.9326552780787203	2.274691608884921	-0.1998841653987453	NA	NA	0.3061773138540215	-0.7316601921089828	0.6869346978873615	-1.3181776153561449	0.46092995009108145	-1.381752605302131	0.2302805871496191	-0.945504003617114	-1.1858963384745125	0.2257236719253504	-0.011203966625916318	-1.825746141021708	-0.8055132333690179	0.7079978751725672	-0.3039988878468159	-0.5799539443385737	1.1149276911112496	0.35656413749046995	-0.512357787592268	-1.3124324916012	NA	1.2549018795651612	-1.495813520012491	0.1974379063924956	0.8781336852551215	-1.139087301529994	0.7423308987731426	0.24409023006923564	0.9737218343130062
2	-0.06892314195144306	1.9298456574886151	NA	-0.63644505114458	1.1533243292085367	-2.8091951847519194	0.3069327566409063	0.1551986481305013	0.8224257776785534	-1.0767849524639874	-2.0717823680158127	0.592662997727644	0.7171703883775497	0.06382933655470101	-1.5956162738064896	-0.809328503273837	1.214864369455024	0.8604026687802727	-1.3550717067817193	1.1417952806571288	0.9072044672653793	0.3982589473707219	-0.42947660474776356	-0.04457649841290345	2.9684759624144195	NA	1.2360657134607103	-2.147100818443839	-0.12712511490296993	0.3207985162073606	0.5730844245790072	-0.7442534708834768	-0.9170182553375779	1.087176468876502	1.3518854086154213	0.2539278386651154	0.39071422633405595	0.8012296316273999	0.32782315897744213	0.7975786601220757	-1.7494289385650663	-0.4616151117478349	NA	-0.7643943381392003	1.367318766843694	-1.4509931157617972	0.7890698898871308	NA	NA	-0.18256609420280379	0.12374910717477353	0.6356411429167789	0.9072777692821513	-0.65441929216348	NA	-0.36744494213768014	1.0084273341426573	-0.24135761889621923	0.8826680194148876	-0.011009138677490737	0.09896400856974116	NA	0.4648429464794081	0.6644665399929205	-0.6798217220488096	NA	0.29891985824029527	0.5642201417111	-1.0610896220632393	1.4672974307007405	0.31907270420147804	-0.9889988744165651	-0.4207937674470261	-0.40012031216581095
3	-0.9374698445580453	-2.496820913993203	0.5512261754664131	0.6229721909801605	-0.9615205887804309	-1.800795199510731	0.5245317639242237	2.1408912419512265	0.12244574761524285	NA	-0.6409124689132358	-2.110478023004435	NA	NA	-1.779049423287487	0.17590042568202496	-0.7193432917274112	0.3370784294893268	NA	-0.5563599883024442	0.7620580441540921	0.41857551024936623	NA	NA	-0.8169525814542189	-0.03848026909071224	0.33956286428404153	-0.465973403580542	0.5342969759657273	NA	-2.1590960486526543	NA	1.929720338045615	-0.415982877706434	NA	-0.025993948979012756	-0.4496991056352995	-0.10123080620537465	0.9932671155881604	NA	-0.09920218996446074	NA	0.13964291392077283	1.134266296326246	-0.54570702363158	-0.7133156440523167	1.3773430101139412	-0.7711487134102173	0.023414309020899846	0.11911357835060422	-0.270248647556695	0.768776586256486	1.570974413741851	0.9822656691377665	0.74684612530815	0.28766750055539786	-0.11078125675299196	0.6899730786176501	-0.2596655620476482	-0.16870202060376766	-0.7914788543221185	-1.5550228272938882	NA	1.2197036406400086	-1.0086082334666688	0.929783225100283	-0.3253751086202898	NA	NA	0.033595609733828614	-1.1855838290514449	2.7581856046328337	0.04015717569201159	-0.2846903030987145
4	-0.8109018573777469	0.037782330244121524	NA	-0.0991018629211956	2.6412752362618055	-1.8121181322823154	-0.24705761650536895	NA	-0.8505869292529445	-1.5942632679842832	-0.7145585774538952	-0.9668071464042048	0.16335487142020713	-2.1973598305231614	0.2579639432418105	-0.4141092993705641	0.08209902221172115	-0.22648377205800502	NA	1.6153608933024914	-0.15988540369537918	-1.1385494393077276	NA	NA	-0.5374447015709735	0.3711141185963653	-0.15306681512892392	0.5881820597281661	0.2460963868704501	-0.8412256506514241	-1.4403536182230636	0.14665311007915416	-0.1547272765025895	NA	-2.410273088084661	-0.20180285319934727	-0.4733771683731969	0.10378178884466462	-0.667826509980495	-0.8552137182158527	-1.8026266922674106	-0.3377098679166886	0.5234535613454592	0.15900954860160063	-2.23521372416089	NA	0.06429589980425804	-0.4300249304797116	0.45877110162329304	1.0165062470765331	0.5321797953940499	0.9051825167423662	1.202374517781442	0.9783975153892563	-0.17581360353341308	0.5250274274892792	-1.8357803605421714	1.5567894705589125	1.518301014963325	0.30384928860140636	NA	1.0843345095856014	-0.6264028984817027	0.431246023664578	0.46558092493790537	0.12532772337659692	0.3582977327971392	0.8816769833716467	-0.24686635855918218	-0.17787998928833723	-0.14664265732890466	-1.238797821051758	-0.030230422534242556	NA
5	-0.44578252731052403	NA	-1.3900010096848916	0.2464979377203185	NA	0.4704449586909907	1.9651069390482816	NA	0.02507319460021439	0.8695821907371984	0.9944108732484784	-1.0370240405002311	-0.5520782198875951	NA	-1.4057192194467305	-0.17492697801641136	-1.4215609033992875	1.8366663839557982	0.29883059336811985	-1.1118105630485668	-0.8177966312228122	2.073973006341235	-0.5439292777984865	NA	0.554670786523422	-0.23171440914771238	0.4775296686430562	0.06179180029781945	NA	0.369546801558753	-2.1053821183798784	NA	1.8697091693731631	NA	-0.4522075215327709	0.9422180833547666	1.04694678292607	-0.1394252045835885	0.6876391954257444	-0.3214991292940102	1.079813538496539	-1.0870036982453772	-1.6047689210422336	-1.3068708877379571	-1.0464278392060797	-0.695609993324036	0.27807509618046095	NA	-1.6443571928775664	-0.9417034425218663	-0.1727522432044864	-0.5015944801971248	0.8223690088306048	NA	-0.5279697868936593	0.06430191536728151	-0.4787778498758384	-0.7187479468352965	0.5201206421354962	NA	1.1284220413907768	-0.697782152598129	0.008718980864908202	-1.7293312163423902	-0.800088861338901	0.6002279234558785	-2.15481301332571	-1.2655528464949877	-0.49507675192751777	-1.3982367534821942	-0.27564812740453526	0.9733791700222187	0.8028375682932953	1.4298994219066112
6	1.2146642421713103	0.3195751695710277	-0.1633381244061777	-1.785383066992641	NA	NA	0.3782851864516793	0.5274125202967729	-0.860177482940864	-0.8966028425135406	-0.3829927507441501	0.832785378112974	0.9189270134497183	-0.8184009676077765	-0.075159545137385	0.7852155033817432	NA	-0.817115343799214	0.7875966015830961	-1.3704733708561825	NA	-2.2866161907514084	1.1052426539605618	0.9952991770033455	-1.012595880258419	0.11705790289594062	-0.8949375298623714	NA	-1.581664748361288	-0.7412085495934546	0.1684842731346514	-1.2859936206952407	0.6143116732697497	0.06418350429314366	-0.7836048647483073	0.46892675880404483	0.4332316931567363	-0.2703341737568867	-0.17329495090919964	1.201180085227214	0.7020777792243271	NA	0.5085089925973507	-1.9255872063403439	0.07992975735200898	-0.5108391583813088	0.9410748159421636	-0.8751907091377624	NA	0.5499100950021975	0.9997034016365134	-1.0742807788611162	0.6175738520835171	-0.8177004461914402	-1.9761687548663283	-0.560341331372866	0.5815190259142932	-0.578016569403514	1.6743641219985377	1.680039943538564	-0.15201786598844502	0.18035892521002608	-2.6382910132521977	1.031970112924707	NA	0.6476249301663928	1.0993492391500317	-0.2170435297969527	0.4731820817723115	-0.7748209923761872	0.8543344788185463	1.3386172152179323	-0.8480264085321894	0.9678618611416411
7	1.0224736616294785	-1.2529258899944418	-0.37365608935519223	-0.14390579599665526	0.5503614885713787	0.5901380324146165	-0.36022351713174977	2.167851407072224	1.885984742330155	-1.4036376391623038	NA	1.893111259119131	-1.2902822865243146	-0.7394642708847521	-0.4192106543577465	-0.008420061442427405	1.2546409991220548	-1.4918653979216128	0.6286529807891107	-0.9287313865495634	0.9631347578135447	NA	0.7687176469375852	-0.5072392251472894	0.6334822353900985	NA	-1.976452736551757	0.8773410826341516	-0.08102374818591934	0.36145371498666595	-1.0457142743622152	-0.03834527898013257	-0.6624804309163027	-0.7281362795659145	-0.6882605294107393	NA	0.1819952379495149	-0.7071303986337879	-0.20075608946909163	-0.8523754022918789	-0.1176868752175762	1.8325807756861179	-0.1652687751824798	NA	-1.600957947462456	1.5859866941745153	0.6134875654391747	0.20947013303241063	-1.3503679503668458	NA	-0.19486912656080166	-0.6294319549556698	0.008048641086239941	0.9286410676157829	-0.24173998688279277	-0.9176299950324356	1.1608482366799113	0.5408397387341869	1.2560502461311387	-2.0645761942058303	1.5021499506671885	-0.9939194831458555	-1.408382104114003	0.6604287246798533	1.6907732747571294	-1.484059694649805	0.7446918879488574	1.1399211506331142	1.0590750626078989	-0.007259672806345849	0.7939718120933134	0.32614522197077184	0.0035820607652993063	0.5426760845009793
8	-0.14063996472625825	0.18853861036333613	NA	1.3456078132848923	-0.06817112841782075	-0.08327067049018431	-1.2867829922150686	-0.8976635633303685	NA	-0.5248633746805923	0.786440732161068	-0.8440741597828292	0.9167249911941707	-0.7102354273531455	-0.7352198346045226	-1.0167180066205719	0.9882749131407084	0.2506612517043112	-0.5374094185444972	-0.007353126993580744	-0.6374432675358824	0.6192492491822318	1.9107558152386273	-0.2480386255230049	-0.2850241520713266	-0.22872626608578833	-0.6656288930989467	0.8603854925931149	0.0345579920411865	-0.2658406447309767	0.6289197522656216	0.7345446581634235	0.8029714457928265	NA	0.5040129452078282	0.29852087967624563	0.3911624284331759	0.5019193635172597	-0.6099938224857652	-1.556723772784788	0.5951726391660912	1.4186189119098216	2.378865964945175	1.3427607698098862	-0.9107604475426557	0.5123980856976451	-1.2293087872507937	NA	NA	-0.9636748844166241	0.4449991071665004	-1.2093152871894715	0.0771415920156456	NA	0.09841426587582906	0.5344896318029513	NA	-0.13352901815257856	1.4801139300988786	0.08677587387955035	1.5271344434669318	-0.5170958908645708	1.125394612920124	0.613396781669686	-0.5530427347881287	1.8069577315675711	0.17870610033017764	0.40572101137348154	-0.5011530802310536	NA	0.7463960045218123	-0.6006958060902502	-0.7725553007739276	1.6214764575647422
9	0.3861158233282367	0.5746218427589291	NA	-0.29449015944824114	-1.7843597711584875	-0.08306098099017595	3.3538066411337186	-0.5527105203741238	NA	-0.9510157182840966	0.3927935116156837	-0.10622134683057412	-1.1843799019986827	0.1368682603198068	NA	-1.5250678028424587	0.797520356701904	-1.594596242332907	-0.39178879721762866	-0.33158930669990255	0.3910073688171436	-0.6774837828468199	0.15870487319699508	NA	0.13911688404717423	-0.09582086786569986	-0.002084777472293752	-0.5815342748966651	0.23573758686247787	-0.4566108466507359	2.447705202538497	-0.44303389989880715	0.4878842963579522	-0.43018030563962134	-0.30177823344563987	-1.9831984478976168	-1.8249129889274047	-0.8902341443276106	-0.2209970865977317	1.2594662639402885	0.5573672706414499	0.581024094853901	0.2570106383600859	0.21887567958282408	-0.37672188587727573	-0.138488773060365	1.2893948417727232	0.2247679496284148	-0.23321471424810455	NA	0.2813025029588162	0.3378908563118083	NA	1.2101943163063658	0.07641702751123022	2.5687457585994795	0.7281871451353421	-0.525054497556902	0.8059791778380913	-0.13472800871676624	1.2155434290242004	1.1062066637286232	0.4342672799547306	-0.47720899652459786	-0.9742028013088474	0.6930711931807805	NA	0.605033010437208	-0.24509684791830927	-0.5854713813680199	-0.12474544701517956	0.0845278900013649	0.09881569070854683	1.3369756721111357
10	NA	0.6013383496284198	1.0003914460031043	-0.15867185733018146	-0.6357976701376192	1.034969820067174	NA	1.2903672742063643	-0.12279259537358572	-0.12358315635119753	1.5838504793571873	-1.4732910907413985	-0.38563098199451445	NA	0.17903637871811914	1.855625025894153	-0.14076173299945885	0.7358477585790122	-0.4828947537625661	-0.8519441568694326	NA	0.3641871213218633	-0.2372956052436347	NA	-0.049465845444793675	0.5101382657845228	0.8075540113836376	-2.4059666220757405	-0.1950959105287819	0.15606991233596942	-2.258647341142725	0.4723956768351351	1.3605595383258478	0.5665233196396857	0.536858068469636	NA	0.24075336880316153	-1.1481342057481316	0.7993189174558541	0.8465236057905647	-1.5502557816062796	1.3789344717226453	-0.762562592632971	0.48057203954664623	0.03729334864417694	-0.5454146319211874	0.35550187688887896	1.178945929059612	-0.3854477282193919	-0.52051798214889	NA	1.2695531660968706	-0.8494872212507226	-0.8197169732067972	-0.005635336174735193	0.6201724244066171	-1.5469264922472177	-0.5805058035357551	-0.5452697833342502	-1.6852582208368878	0.2381001435416018	NA	-0.58080053083942	NA	0.9163360508031911	-0.571526836645065	-0.3424010336956703	2.1481763217505776	1.5686585046317505	1.805712807782482	0.4593943612102075	-0.4573218659693506	-0.7187432822482616	-0.27154626086883166
