ID	continuous_1	continuous_2	continuous_3	continuous_4	continuous_5	continuous_6	continuous_7	continuous_8	continuous_9	continuous_10	continuous_11	continuous_12	continuous_13	continuous_14	continuous_15	continuous_16	continuous_17	continuous_18	continuous_19	continuous_20	continuous_21	continuous_22	continuous_23	continuous_24	continuous_25	continuous_26	continuous_27	continuous_28	continuous_29	continuous_30	continuous_31	continuous_32	continuous_33	continuous_34	continuous_35	continuous_36	continuous_37	continuous_38	continuous_39	continuous_40	continuous_41	continuous_42	continuous_43	continuous_44	continuous_45	continuous_46	continuous_47	continuous_48	continuous_49	continuous_50	continuous_51	continuous_52	continuous_53	continuous_54	continuous_55	continuous_56	continuous_57	continuous_58	continuous_59	continuous_60	continuous_61	continuous_62	continuous_63	continuous_64	continuous_65	continuous_66	continuous_67	continuous_68	continuous_69	continuous_70	continuous_71	continuous_72	continuous_73	continuous_74	continuous_75	continuous_76
1	3.7103368350576074	-0.32349300453263286	0.7743696654418076	NA	1.7201828924415001	-1.1951226492681124	0.7982280731860808	0.4320107506124676	1.3218223441484176	1.7756786188553553	0.40900864332951137	-1.5423353097873251	0.2619045289816279	-1.214586675253552	-0.3136886450236509	1.302191209572474	0.9895270822576016	1.0561582605154376	0.9364636419057476	0.2215734438299917	-1.1052705348580243	-0.5693530676644643	1.297633145091186	-0.10880279136069423	0.8241076157523065	-0.3151281281508622	1.0226306688029512	0.06172453246810961	-0.22258209880276988	-0.04573807567315323	2.030055334868265	-0.6634059495826756	0.1727432563906471	-0.4291419052888911	-1.0886207156668062	1.3071614861099292	1.7014175438807002	-0.016858597852337228	0.15522415593355152	-1.6704269881965386	0.4660012232988992	-0.009825602361983364	-1.338325030387805	0.599582694464175	2.136102458884746	NA	0.09841799417655152	-0.6658199589935391	-0.5140507315208568	1.3502637544434566	0.2529335213047985	-0.44780413113097095	-0.4933316642928441	-0.0036134801726096875	-0.1409317943071091	-1.2316509237704691	-0.61966479607558	NA	1.4230081534029713	-2.4186471417138535	2.6309213887437606	NA	0.65287508783278	-0.4008736755498203	0.8717363787288535	0.9937376691927302	1.0690396538973463	0.5913005688655929	-0.2091548001738182	NA	-0.39695589734615827	NA	0.6626465799926852	NA	-0.8774471590966085	-0.44979215218999413
2	-0.7817508330479161	-0.16444010181328167	NA	-0.5525865302664847	0.9679200735427854	1.3274099621120474	0.8648038538318497	NA	0.27437746228845156	0.1930834181536985	-0.21627144188061637	0.3821290615239813	-0.5542635088923403	0.5660585107884722	-6.423816222725032e-4	-0.5355092498080223	0.6692938091835101	NA	-1.589256117727907	NA	-0.5592972620363207	2.0865609659218634	-1.3700328118986889	NA	NA	NA	0.6705801822869499	-0.908847202512204	-0.6882227248075139	1.2843558633776402	-1.5863304790680484	-2.720795087227279	-0.7349774147709246	1.1264734855813137	-0.9952576443046331	-0.34700904547191735	NA	-0.505445004146681	-0.6471056738058633	-2.415933335809777	0.25868063610457703	-0.8571341557327847	NA	-1.060538083229518	-0.23122931796616145	0.020614574581816085	-0.3397395389630592	-0.15123186696841254	-1.3248323330868665	1.7635534039207688	-0.3416251653897789	-0.16142339367876132	NA	-0.026693987625078183	0.5914827317946919	0.03620427516722692	-0.0066355679934721225	1.0445990031505288	1.51974501914483	-2.1859786283553704	0.8863375614227852	-0.9544191199430037	1.0325519334626632	-1.232886908299047	0.22446048386347783	1.564335364916794	-1.827145949995569	0.5179565682926822	0.921451457348791	0.17428098569670722	0.1672427503468693	0.5423566227736469	0.08701100812049188	-0.13019999322805761	0.35357965057963614	-0.20082499473368282
3	0.08926465964387703	1.9460311949089615	NA	0.0892601145755193	-0.5304743591558521	0.15877982199274968	0.40400742180841837	NA	0.03162946183181089	0.6774760587634533	-2.2704627870114233	-1.1827242689230215	NA	NA	-0.3042488286605916	NA	0.40157021649170344	-1.1023232273412684	-2.0858071624603647	0.8130177450909917	0.3507651066077445	0.5644977131495253	-0.28178899318615697	0.822673016996399	2.210246267996257	-0.07663834147645103	-0.6077082673032168	0.9833348923563017	0.4508008969946186	0.16837668649029003	0.31829532961527246	2.705505428063049	0.039083222830545473	-0.39329345876929345	-1.255396733482407	0.25461952771729784	0.9186266492429209	-0.016118980643225915	-0.2917544529129457	-0.9323108150050843	NA	0.6108085071826987	-0.45333163389312287	0.780604493947827	-0.6874988424470236	NA	1.1301519419160229	-2.012932673654685	0.09371483695173306	0.22163003548321641	-0.3263748174848501	-1.5975701336122636	0.0035223216966046747	1.3371983680900603	0.47956880532260615	-1.2366483502357675	-0.960944083847195	1.3257049116477708	0.07984833875729899	2.0028892003954892	2.0704088354496135	0.7613874141891662	1.6128437220720762	0.2113465394169414	NA	NA	-0.33684705223802996	0.7934532761825629	NA	-0.026849067500750876	NA	-0.31850160768192604	0.44862608147178534	0.47780840884062936	-2.921630731500697	2.022596873284682
4	NA	-0.8924204518221777	0.4636097149907943	NA	1.2843093163573995	-0.23389509952740903	-0.12636189229200537	NA	0.3571694163127721	-0.5328866215099958	-0.10085876785072219	NA	0.9670168497967184	1.9892333968933862	0.299862575236869	0.19384465046615496	0.6214799542071977	NA	0.23228156087461097	0.8197563359288145	2.5689182676959565	0.6547156191672627	NA	2.2565480729879517	-1.0055789872516543	1.063624406939915	-0.8920293066879292	-0.7284445446166166	0.7234615577729553	0.6680983786967386	-0.4713510498917547	-0.019253199305987283	-0.43090497030378816	NA	NA	0.4083855318289241	1.5255812030844045	-1.3070927971732047	0.916984079399115	-0.5995975681264196	-1.24565580991935	NA	0.353214208644777	NA	-0.5251850533213271	-0.5428887657886196	-1.3219889461557037	-0.2953519235217178	1.1257876032018883	0.041836192761440315	-0.5391032579228461	NA	-1.5389607597152344	0.6600640295884774	NA	1.2946597030607954	-0.23107435882014193	1.7633775785288448	0.3123521583501149	NA	NA	-0.23819717313367994	-2.682399283411189	-1.8205488625509765	-0.18548451969088756	0.2860485621674296	0.5457272921797398	-0.452429687790938	1.7743346922609773	NA	-2.231353603223729	-1.9017180968562517	-1.0414813505977052	-2.0446814255085854	0.14198494420810498	NA
5	-0.5155045574497451	2.0825316495941975	0.7554385326012774	0.7710968563476903	1.8613645292512444	1.6407490282783754	-0.36916418461679107	NA	-0.7819579062805018	-0.24471706233460988	0.26747290875918295	NA	-1.9513675518258293	0.587011941005152	2.3922974978825904	-1.1125509403988183	-1.7877905737796285	NA	1.0541006159357909	-0.843841765382317	0.4628704628704752	-0.0820079276978177	0.7360178140533487	-1.0085662571901481	0.901347960897037	0.25676165937383566	NA	NA	0.01961585055107126	1.4709036945097902	NA	0.2898322872420826	0.973122714278379	0.818373420327649	-0.49309727207540605	-0.9045790130842524	-1.8633587762801436	-0.7444397726234472	1.263231836384037	-1.4582831820561188	-0.8057739467118642	0.3127509086922477	-0.12096380592258989	-1.4751592810755187	-0.2874648998437489	-1.1608730213626117	-0.7011910818736224	0.2957668192945237	-1.715220402455293	-1.366656843543108	-1.4314894868164894	NA	1.2974925814856497	-0.8638514993014221	1.0842731232650291	-0.3669442105435917	NA	1.6622399324653485	0.49833520880565535	0.9281235219333293	NA	0.18374743237056929	NA	-1.5556568383928513	-0.8818231559913203	-0.6482887848377098	NA	-0.5301037631078779	-0.40099474899208953	0.11197754007329981	0.7380858165573735	0.7359813935866365	-2.0855645245711303	0.8794111875161906	-0.4880717983911315	-0.12704890734413893
6	2.2658425185474895	-0.5536269643761658	0.9195662281352915	2.081394795421092	-1.1780852534062365	1.0541311815604377	-2.1789729696380755	-1.3224379260277859	1.4660323003404025	0.02508060865260498	1.1246418242520169	-1.0470505839780184	NA	-0.47755911586503846	-0.7514241066553536	-1.1772825788397197	2.3252944521479484	-1.0055623786989623	NA	NA	NA	-0.08072725681991394	-0.7426135356930001	-1.3352203652218877	1.0694124280907986	-0.7230842197800076	-0.14931185200543964	-0.4864329687095564	0.049982167497973344	1.3746118314936941	-1.6404385127609897	-0.18410938077614275	-1.518787054091323	0.482683090688066	1.652352992715191	NA	0.3536177378005581	NA	1.598723563542035	1.42951869256936	NA	-0.35671059801826266	-0.5420279190084558	0.7238320078788989	NA	-0.09821712873000372	-0.4855522008682194	1.1912440282173387	-1.6183207288145782	NA	0.8217358679645925	-0.49860292704099096	1.0499582178589275	1.9171090433579545	0.09141912051419111	0.24428457797831388	0.2757657095658791	NA	-1.5494272491552965	1.4544954870756859	0.5360832191725412	-1.5116698664191477	0.7392020857041841	0.5538731129263731	-0.30973167712413324	NA	0.26319285475029647	-1.8004294193104795	-1.2347198884867885	0.07929174618875907	-1.3570739550059094	-0.6794844958974205	0.5775323743504776	-1.3690716832567897	-0.611815826866761	-0.059516510802930765
7	-0.2170687298498043	0.7612818028192024	0.5105909918256234	NA	NA	NA	0.1397440717504371	NA	-1.0369755749491643	-0.47236235324426223	0.17595718784469658	-1.4118509756994293	NA	-0.42648213400652546	0.17017088606468722	-1.130181692516737	0.6846590995241363	0.60802661213718745	-0.6455020332478598	0.5372360702994087	-1.152363037211931	-0.5694357040467635	0.30824932770063446	-0.2839084320594401	-0.07250459362280011	0.4026054302987208	-1.031551427425366	-0.8613034827047327	1.760305002483768	NA	-0.06454159699235956	0.23140266178601523	-0.474880569353311	0.7978866751417282	NA	0.9256919826557715	0.8231975660443956	0.2833193023587926	0.4018089039188357	-1.371256620100302	-0.9096284632075466	-0.525459500749246	NA	0.1570328614374857	-0.1678997251572526	0.19495077444563622	1.8730090668024475	-0.3492731325529335	-0.5211347244717462	0.38619655457886093	0.3088516638767032	NA	0.18387886301668194	NA	NA	-1.2260692616918405	-0.5467230977950551	0.8052228311278744	1.159458465809066	-0.9018490447574324	0.7589477360635205	0.4731660927333399	0.3174910079850189	1.9587097447011144	1.0397812823308459	0.7052724065510568	-0.19902618594034124	-0.49679069525283387	-1.1232932467365209	NA	-0.5757149692697519	-0.690631567749752	0.48867925176676147	-0.22987763776946465	0.15804232012122948	1.5444708598433885
8	-1.050815141904252	1.0517384044599778	-0.8182686522309007	0.35213915204207086	-0.9190649687132078	-1.0032750624422004	-1.4694192543987596	0.018207997227121877	0.3492199419722634	NA	-0.4454182343299535	NA	-0.7175865550577707	0.2760116610332325	2.3419732469300705	-1.0765974354112342	1.1084169279870075	-0.49541161516760596	-0.5945125927372478	0.2298936830878607	0.09565057196151441	1.1948511627666107	NA	NA	1.8055434352932345	-0.26055526882304	-2.376492483201759	-0.26294183480020455	0.3421731545271183	-0.5944190086641892	0.692209101302041	1.8166334363161674	-0.08368858596278674	0.8409309253793517	0.892354023791684	-0.5693294885957155	0.08072521202035693	NA	NA	-0.9796368383125651	0.7559902732183017	NA	-0.40787073090296294	-0.5594556566232242	1.0822783690923137	-0.3977289154164794	-0.2795974856601188	-0.07386431792412235	NA	-0.5678947266554024	1.9760863491630885	0.04485699753908964	-1.5901122825094511	-0.613007150121048	NA	0.9164531468564365	0.029564668224651196	-0.25167387684064396	NA	-0.3116181025504624	NA	1.2161684573494516	0.8775113603790612	-0.5036303436829448	NA	NA	-0.6154712816508119	-0.9073357446312007	0.07313749807738494	0.5730834481881693	0.5789914490887409	-0.3118160787011256	-1.1132672529199434	0.5008515745597493	NA	0.40228209842510904
9	-0.5816432587214959	-0.03528663609008427	0.8410617975435318	-0.15830694638336126	0.37655304336115486	-2.1980847284430447	-0.6629202024429404	NA	-0.638279448116731	-1.0173273987545013	0.5928063221829374	1.2011339800373526	0.38682517869767696	0.8838624532961006	1.1087871668597753	1.9667846773035407	-0.904790880618656	0.5266799228080423	1.1529415389276387	-2.4925295427249172	NA	NA	0.4878129185527959	-0.11001281083275086	-1.305091935776753	-0.593742090308812	-0.9013968920618253	NA	0.5115837703115863	0.6812232706105033	-0.9191221304827842	0.1414288531880968	0.5958632499964959	1.2537416533199306	NA	-1.226467639858837	0.3159580510976657	1.6958180539570853	-1.5252194791543852	0.013821082775702475	-0.15043626944534547	NA	0.975474373204312	NA	0.4567904802793638	-0.629181710916506	-0.7368093395633443	2.283979377585788	NA	2.0171566401818057	NA	NA	0.44604289678451337	0.8721282793675308	0.1407526228027902	0.49458779953817117	-1.4515285878062543	-0.0500484587907136	1.7846839126024334	-0.18370232995355598	NA	1.0902102498232458	1.911362585009276	0.04512949890208642	0.8810664581830184	-0.315706207607021	0.04099553517967984	0.03900017131233004	-0.6400309915332375	-0.5711462366900694	NA	-1.2137936399788434	-0.06632896284176686	-0.8796058988658444	-0.2127462681910508	-0.3472316629237664
10	-1.1092004013395944	0.9045019336942405	1.025257285444899	-0.4256435192072387	0.22435714036538207	-2.455561821913612	-0.7633633630296885	1.9613714456421423	NA	-0.1848291025399123	-0.7739481202336586	-0.6429761411344264	-1.3176773805937003	0.6263796169555467	-0.1084313930622017	-0.07600570798022563	1.536265238252719	-0.1847824816341746	-0.6687722869722634	-0.7994838125219722	NA	NA	-0.5811536275475263	0.6049671394862732	0.19286633814152726	-0.9452461659639161	0.4212253420841233	-0.5403385585437924	-0.9871831886971998	-0.7584021619464902	-0.47475813965355323	NA	-0.9002820402165879	-0.43328779232132575	-0.5023061292174729	-1.1772202195914645	1.1793223030621462	-0.7337441608107449	NA	0.4612859973025375	-1.5053089158684765	0.8021050630163941	-0.3844340967772523	-2.5184271549017354	0.1892695981439006	1.3666441963468121	0.13757679983806145	0.8257627592753848	-0.7452320045143054	0.35883384421899117	0.3867753257988065	-0.5684513406953969	0.7815881234020364	0.8613905978380292	0.6172406417310077	NA	0.11151671625061413	-0.22591195281408166	0.6237047674570101	-0.09935102265937608	-1.724882852172063	0.28425075975114245	-1.0376292562630856	0.21076095764286978	-0.316981228320458	-1.685568352289115	-1.6917125534861093	-1.8195271807136026	-0.6448688100430565	-0.005093775539661929	-1.5092984856185119	NA	-1.1327445099306612	0.44895413498060927	-0.5868563499247912	-0.5040738267941823
11	1.0088704958793062	0.15574790267627805	2.0279203376883235	1.2814069089389903	-0.5705959368560274	1.8967058215365167	0.5041905491489727	1.6130874998901816	-0.32461055623511553	0.05481808224059412	-0.7964302358568514	0.20168823072162173	1.1018284552453919	-1.0702453693328082	0.42777588036882247	-1.450854883163776	-0.7779504945880703	0.463549997693606	1.2874644779017015	0.9874898900395769	2.3933648292909018	NA	-0.9394281246997523	NA	-1.0289235366030915	0.5849750507646033	1.6708424600918983	NA	-0.597142432865307	0.6026945468987892	0.46717789112098373	NA	-0.8633371941094472	-0.4428382659644751	0.011083492622850813	0.26534873091817596	-1.5899225835361694	-0.25528567424165144	-0.9051472826168911	0.08171597839502623	NA	0.4480363657364141	NA	0.12015569243630567	0.1981449709164547	-1.8265627476594823	-1.169328421030786	0.1576184792957463	0.558859687875195	-1.2491652533933622	0.06689125969812024	-0.7018662714224383	0.031851429131656804	-0.7686249301616467	-1.0639970998343202	-0.07935806854631243	-0.557655930095135	-0.46531619858729234	0.6541571095901437	-0.4870856334181992	0.9571810718122833	-0.5667516792564002	-1.3090998155172056	-0.9261614676972265	0.2410989809221017	0.9508491246599436	0.33418644095122496	NA	-0.4827710115605065	-1.079233828669834	NA	0.7310827312028858	1.4942715249956355	0.958759860585496	0.1649893056527946	0.6327287307233463
12	-0.034124529305864945	-0.6359715968166985	0.9795826721872374	0.6874094711805101	-0.7668361924732959	1.6458479770043764	0.00621034794804569	-0.0077878896970641435	0.2283352075998685	-0.8530592925770231	NA	0.5727220983143807	NA	-0.4481337502079079	0.5487307472306395	NA	0.17681140552061142	0.2897601796359966	2.420000708858502	0.888187851931254	0.658080062236195	0.8094456412820511	1.1910765353988437	2.0796315234734934	-1.0714548564893214	-1.4661885292716905	1.534464096245856	-1.0217036161838091	1.2481115306184218	0.9786589108930672	-1.1783582473270324	0.6669884623709011	-0.818345996348291	-0.005886305068252928	-2.589170863167859	-0.04018701588214538	1.3102726608815756	0.9166012686406971	2.0992634780740094	-1.453956233080868	1.378724417916085	-0.2659305776607681	-0.32332368729246425	1.0465265508973882	NA	0.3427688366231038	-0.21742046332440093	-2.276526062280237	-0.00916025141611997	0.5500909368690221	-1.2855248919728484	NA	-1.7675636665223573	1.2258449396153719	1.0116567968115722	-1.265610706087082	-0.6928555255727776	-1.580140442188189	-0.7404505442423004	NA	0.1912573823958834	0.7794503807918833	1.053258398140302	1.4637854147736769	2.0913462123190647	-0.84963333347873	-2.0970711610127686	-0.3439277053987807	0.6463111667823496	0.2127942972094496	1.3104730848736614	-0.8550266300373013	-0.3163791271070521	NA	0.5518432581760665	-1.559390808148706
13	-1.4637633189630805	-1.3220260620509507	0.5888684114206246	-0.07157276683626719	-0.3461295885366351	1.6945651328154858	NA	NA	0.03314399987604555	-1.1227086427635515	0.6431018806247693	-0.13214985624505599	0.5201969245266358	-0.4155713029623532	-0.795134018322915	0.9520136767788969	-0.15420897239179754	1.584415528298243	1.244223268390614	-0.624571861513213	0.20285291298607877	NA	1.10108976744287	-1.240868171483244	1.8623781414039098	-1.2642026944770877	-0.9394780270486568	-0.2423258014642535	-1.5256979007392877	-0.89238460499628	-1.0898136530884004	-1.9682754345375877	-1.529794234403114	0.43228913144296155	0.8220759632682578	-0.5256868091453298	NA	0.1836158334530275	-0.8412198778394794	0.615519816475891	0.9678460176662189	0.4466638581631746	-0.89443513747784	0.2768933514321413	-0.04189563445124695	-1.29391835820058	-0.1781738127404815	0.4671292590470082	1.156032779619199	1.0657388528845426	1.0941569245316123	0.4981059934360244	0.3464984315190469	-1.4102097684739248	0.13480456134998306	-0.6549663286231555	-1.7744087230229852	-1.0592122909423638	0.07445192998865233	1.4714395680577639	NA	-1.287856989196133	0.23443475903756278	0.6791461228992083	-0.7239222702957091	NA	NA	-2.3601553964292092	-0.17592362614130092	NA	0.4193500078359706	-1.0682017991666568	1.759304479168467	0.7796909237726445	0.3865474837846768	-0.9808643080545459
