ID	proteomics_1	proteomics_2	proteomics_3	proteomics_4	proteomics_5	proteomics_6	proteomics_7	proteomics_8	proteomics_9	proteomics_10	proteomics_11	proteomics_12	proteomics_13	proteomics_14	proteomics_15	proteomics_16	proteomics_17	proteomics_18	proteomics_19	proteomics_20	proteomics_21	proteomics_22	proteomics_23	proteomics_24	proteomics_25	proteomics_26	proteomics_27	proteomics_28	proteomics_29	proteomics_30	proteomics_31	proteomics_32	proteomics_33	proteomics_34	proteomics_35	proteomics_36	proteomics_37	proteomics_38	proteomics_39	proteomics_40	proteomics_41	proteomics_42	proteomics_43	proteomics_44	proteomics_45	proteomics_46	proteomics_47	proteomics_48	proteomics_49	proteomics_50	proteomics_51	proteomics_52	proteomics_53	proteomics_54	proteomics_55	proteomics_56	proteomics_57	proteomics_58	proteomics_59	proteomics_60	proteomics_61	proteomics_62	proteomics_63	proteomics_64	proteomics_65	proteomics_66	proteomics_67	proteomics_68	proteomics_69	proteomics_70	proteomics_71	proteomics_72	proteomics_73	proteomics_74	proteomics_75	proteomics_76	proteomics_77	proteomics_78	proteomics_79	proteomics_80	proteomics_81	proteomics_82	proteomics_83	proteomics_84	proteomics_85	proteomics_86	proteomics_87	proteomics_88	proteomics_89	proteomics_90	proteomics_91	proteomics_92	proteomics_93	proteomics_94	proteomics_95	proteomics_96	proteomics_97	proteomics_98	proteomics_99	proteomics_100
1	870.0910396799484	897.8095248717491	990.7269313426237	1042.5834523585868	1088.974788375763	1083.8735795614198	1153.2929838662224	1119.188181366543	1203.3699404127246	1141.6416272113656	1152.8040575883408	1094.2544365074416	1080.7308371316537	1159.9982570276147	1167.7018583941533	1189.4358855357198	1200.8764977303356	1225.7484040423662	1272.1652345244236	1303.3105513833723	1246.6387997431823	1185.7204682768531	1235.7655180379738	1217.3662303519611	1208.0381755403018	1195.9179349945812	1165.5234752060271	1207.4215395931008	1226.658141118232	1259.6658136558253	1330.7687036373127	1333.580761965729	1364.315900183317	1374.999125397168	1451.2314726286415	1413.845787052515	1462.4621721749056	1459.3012177491007	1393.5037901786166	1396.0251241775293	1342.8259139927686	1381.672863362692	1322.2928556007162	1288.5774835599746	1265.2037195718708	1243.8947057289936	1169.9305150195146	1221.3479181758926	1189.1213815668225	1164.538348343344	1145.351632427807	1117.6573115016604	1057.8299071133065	1064.615826960233	985.341825462526	1000.9104339952728	903.5058246692662	857.6423096167506	859.0765135947946	823.9572774454607	819.7395525332456	817.6619119549416	832.2399461970778	834.0607064307379	859.8440774260295	884.1394257206553	875.0713723680212	896.5739730756881	811.4592518007494	794.911003493173	806.212683412156	768.0181780074121	703.5533757109133	653.1755509495124	639.9386475664744	579.3228664189036	548.9812242208851	525.8277241806328	522.1503209083663	510.697625046824	443.5342158258283	445.76388166044273	427.2509141543562	402.4387348695186	369.82845070966863	283.7315010987898	304.0068070741273	236.7580775693218	265.5572624495441	236.43194641702158	237.5704590815398	249.90141414771082	294.9783035644957	306.15796021483845	339.66429328520906	369.88890316430553	446.78979999152034	422.4418375244729	480.52012920148985	488.99535352625554
2	876.4042906955685	914.2225697169789	987.3770020934052	999.0563325737073	1088.3238090499897	1130.3695154569557	1124.7454797037453	1116.4986731336885	1107.9041544962001	1127.452332763421	1134.3215417635377	1145.206776128204	1166.992257101283	1158.9197550774445	1235.7546568532596	1188.4122167638297	1224.4422371455992	1225.0538111007454	1252.3344117012357	1263.6070953114686	1233.930766473636	1241.0914382891258	1226.8882956625782	1216.1920336444155	1207.3346628086583	1197.3747467982284	1205.9915770400712	1236.586877926823	1246.4829159862109	1265.3563607994327	1299.5340675488496	1333.7309546363824	1368.7565287569762	1443.4716270668364	1465.995408874681	1407.0242024261784	1438.234791134545	1460.8550601956742	1489.082055826373	1432.0307305109668	1451.5047056840322	1342.1620399884716	1321.6173351560421	1294.1621997014504	1265.6438063502576	1245.4828805614718	1178.6799048451257	1141.161836038057	1209.7620302155788	1171.8093258111944	1128.6051562237535	1069.2217022084055	1087.976305807905	1001.8499231755244	965.3781824707075	989.094665073752	885.851556342163	841.6086049478209	853.4815802983628	826.5957114794319	811.9426641221451	826.4971046167913	818.940417681314	823.8939558820784	819.3115305598326	888.2229559263178	878.523143413535	874.0389375061989	826.8911359602411	811.1727009567406	768.7957960630703	737.1974387094272	702.8071139545959	656.721512393416	626.3317782671645	580.4268904616147	550.9186493513193	526.1782327470817	502.5815242687202	510.80146561449106	455.5384958291263	444.8138316952585	425.47082819737557	379.8277129619585	371.3991510681818	324.561294669348	309.1148019969935	243.63629704281342	263.3756758882814	238.0249231496611	235.06276318920797	247.94622588009102	265.38299998969484	317.97419673956074	340.47804990916165	345.13647655695377	422.03722326322094	476.8821538469849	491.15468519267904	504.4075564775335
3	868.9142073919883	925.4736669632063	968.9593582054105	1058.8837213510158	1062.8178917427458	1100.6396981813402	1123.3785563209872	1149.3420915027332	1149.9074322978138	1160.052185102521	1257.2105779066865	1114.5811098121646	1078.9007001646962	1160.5288315054293	1123.1176610196455	1192.1974563396961	1198.72574771165	1225.5071449573663	1224.4420577154337	1267.3745446216114	1237.536318565391	1215.3503510890175	1224.766523237251	1216.865220744125	1206.3940781528258	1179.6009828578476	1199.3547282425766	1177.7157359767803	1250.0218789576545	1251.6491195390347	1288.0623342724018	1332.3016341707348	1377.5645640262514	1410.7063272383443	1428.7179479891681	1474.0913043599942	1481.752767722831	1459.8266154463402	1421.05821267167	1419.4619704417914	1336.9378261407078	1343.650804357882	1323.3545801884686	1317.6724237851267	1265.4538171570957	1237.011543751681	1208.5664514136322	1229.6977397577275	1206.0235188195863	1130.8852788653048	1140.6548198458495	1102.1219791596027	1069.7534662551593	1015.0648867056393	998.0452874819464	912.4832863284624	920.4007944564156	847.8342155435278	881.0790067296166	825.8647219752191	816.3978620916063	813.8427525268008	846.7615311011218	836.6407448264154	864.2775880676176	921.2175697675585	889.044662513532	874.8537315415693	831.2015072317107	815.6082718340925	790.931214250577	752.2042444415177	694.3525542976926	656.440029606817	619.588239944165	580.5728371681661	550.0684723390516	525.2148160259595	503.93960382745576	490.73786273782343	498.48742126652706	455.11756260484975	425.5921440034312	424.2689853039568	350.58884962300726	338.19384113601365	227.09407186369975	285.25828649905003	217.3504684432921	237.8619001102612	234.0344856718988	248.15980135521457	272.3176585911246	329.4785864187814	340.5058442738385	388.0468493431668	428.9355134618394	402.5527676576638	469.978339867757	483.8573091996405
4	833.2720699132492	918.21628959148	968.7109279509729	1044.2565725917573	1088.1789410115186	1117.0120932366206	1115.3535673573626	1146.6367284391604	1111.844397069956	1124.295360520639	1125.9830960483325	1138.0104807889932	1087.4110347605858	1161.9102551022509	1207.0056249237232	1188.855571352588	1169.705570079559	1225.2637304140478	1222.8065666520538	1274.125283163653	1234.0520602713332	1268.4498267811052	1216.5101018983353	1217.9154503411544	1207.4884559281645	1159.3659172691773	1169.7687251046816	1212.6359291416945	1237.8495154627897	1268.670349867765	1299.6704172329976	1333.9795277131243	1380.4558011460858	1449.3233783288365	1423.2260218450117	1429.7209463615022	1455.1166668673945	1460.7180868795629	1447.2658712619104	1458.1096458537506	1342.698326996573	1296.1364264116855	1321.2317430126336	1309.9160351318983	1264.6775005683123	1249.3852544505717	1201.5834111211338	1141.2802435353738	1154.9564944857566	1193.507866964398	1138.2586803230208	1118.4029408914287	1091.818008089617	1007.0968488926934	985.4478162639136	984.6722467849519	910.7169751403779	863.6184909947351	825.8269966129569	825.1710439375659	797.8672400913722	820.5215878922673	838.3435026721073	842.5298308471401	858.8011564208858	946.345005093446	874.8797257417863	902.2937692666518	858.2450931849761	835.8644806530024	768.9755928325794	777.0842447332841	706.3236891241222	654.8087185730286	614.3243891118822	580.0656683898776	548.8505559384937	527.059470059138	528.5095262992998	507.1242111173701	507.6991947335894	457.5543544870749	424.65969041314094	394.9531436201674	351.45247099655444	332.4163294959905	322.57321718828115	301.42872759434135	230.8954747953417	237.51900908545477	236.98156397165616	246.90273280690235	270.2289059109129	282.54111292178555	341.4537043162971	404.23404036614716	392.8486456273445	458.54136720299016	495.4697919730261	482.74437346104645
5	855.2368396217059	945.8718220511665	967.3962764952963	1040.8645173943182	1074.8653193433906	1097.0364962267377	1150.610670925656	1144.5678546662289	1155.9799456718888	1182.4313447069815	1151.4189590834198	1132.8532362197718	1213.5377813842522	1158.465849329184	1202.3215915673654	1190.4036679685628	1181.228355486471	1225.212945325289	1233.570280387472	1246.2258180801932	1233.487247620266	1264.2720391155483	1224.4314157969038	1216.419635164225	1207.4655214148063	1191.082841177756	1172.9327510150977	1202.6058622811602	1245.0935701070493	1278.5053713056768	1313.0831608902056	1335.2096172660813	1374.3048193870097	1380.6648723091382	1407.7643532111754	1451.6582542874344	1444.33369199365	1461.6730263809432	1425.3578694903179	1441.0415801321144	1379.4035720808909	1362.9677017984643	1323.6945591596677	1304.6257673058835	1263.8122601581335	1247.0672522867446	1217.8552981389164	1245.50688302104	1209.9847302459427	1186.6383364617907	1140.3419935747813	1098.823934416925	1089.1789746762704	1039.4029529358168	991.8132737476162	946.5326643516983	923.9878586216403	843.3023333237613	819.7169302876695	825.6263906013362	800.0151395224005	793.1240289938535	798.6521946697387	857.0855990472214	867.6132223640657	909.8100810988828	878.1048194726103	865.6495630487253	857.7677379978129	775.4561246212828	804.0527350112212	737.6619498124306	689.1047536348949	656.6375378922183	602.5284921869589	578.1812673082894	549.2457751174105	525.0929929704462	517.9424725793897	530.4541068564655	507.99950602683157	453.5320744184205	424.1326907534094	390.4862364344029	347.09821280904674	314.2452458192131	276.1456910467563	283.19739043997015	189.22777629359612	236.28477216148582	237.46066757954972	248.58980983673888	293.7028091904727	322.11445509062827	338.9191777465041	381.2169563784442	395.22981338276827	487.05647019511457	465.4816885367024	546.0933028370926
6	841.2166843080915	918.0235114695938	968.1800927321673	1045.0499649395356	1082.1757299727662	1136.9281619150725	1169.285081939955	1145.5851535921397	1103.9718433187752	1153.2134890749342	1131.4490623280046	1156.1972707284995	1149.2707989329676	1161.5621906782362	1194.3487713110042	1194.7950589956524	1251.1785525002804	1223.8370604438203	1246.2453216577892	1214.6048405901743	1249.1478354406418	1296.843487475759	1259.5059705910978	1218.4046426559394	1207.2057637282796	1216.603932694772	1199.294578816595	1216.2686867798818	1222.183996421201	1262.7177638512112	1336.921112096675	1334.2497883195576	1367.192793455908	1435.3202684824146	1441.7412374655178	1454.5629964250204	1464.5640931699766	1459.5452866554147	1436.0341845411906	1434.1216637946977	1333.7958872901688	1381.9070695977643	1322.9292985767563	1291.7268626636328	1264.2030162595165	1222.8073031217045	1215.2166649277199	1196.675790059528	1165.9451240828987	1202.6158646909637	1137.3746478175499	1179.5297391372123	1060.9188756836652	999.659613765857	961.6820390410209	979.6190269041927	904.6269531389654	870.2282988321285	878.847130223908	825.7798237515399	822.980230920701	820.9357563544903	866.5916111348972	864.635180802542	853.8506790593124	861.0437069044881	879.5937312262239	916.642498081891	861.0441868723349	816.9164217492157	868.1489291056381	743.8459621664858	715.8686518118493	652.9817920681949	599.5969310508378	579.2798917669431	549.8434815290308	527.0278578899166	515.9316443404434	509.4037532493382	464.57825957428724	452.39999255691396	425.9599324105044	412.28547671702086	381.4984616570975	313.04509774196777	336.69165641931266	304.68529515528826	220.88833572146848	237.81706260934232	233.7853680151853	247.67004440459883	283.3849767650456	335.8172014014909	338.90936045907495	405.42692067913435	393.95066228135073	422.59624520755057	472.50232129838224	509.33430785392335
7	889.415627725527	892.5562940907079	986.3118371894558	1053.3903175881096	1073.9360280207889	1124.1846196183894	1119.6868138011557	1155.5073687280233	1106.5435940111522	1138.4250909101304	1120.9340292854786	1146.950484455703	1178.4009227071012	1160.1035536949496	1229.9662315099488	1187.535255590109	1216.4277304848968	1224.9741098700688	1244.4343197694918	1212.6861426458772	1244.502289187127	1303.0149168740456	1214.7315734953731	1217.5014245357197	1208.1634652584137	1247.9099843421072	1185.7049314217843	1201.9862943890018	1248.7564913950087	1254.7569475085988	1285.2245565351855	1332.946688851309	1371.7264122546587	1394.4019841628317	1439.3911850419029	1447.335812558565	1447.624449193176	1459.367104901189	1490.806521033033	1386.1990780722974	1387.6554490364056	1378.318626357642	1321.8755863815636	1292.9749346016988	1266.4083904154795	1260.2854610530721	1216.84775004303	1204.9790950657123	1179.1345324979907	1213.190080760183	1148.120501669222	1109.0314775044048	1077.6821747806578	1020.3813864871008	1010.2125313524879	937.5818272968818	857.4460203186597	856.6853039802602	874.4385936374279	824.5698897175674	828.533294215595	815.6576959095527	820.4849691181978	897.8482368912019	877.1782145029516	884.1896659402008	874.3203497257999	865.3184566653921	762.4955373161233	827.3527593401819	764.6899310896073	715.5745857760414	684.7298730021329	656.0646412734122	651.6846538055835	579.1541535066267	550.7633978504957	525.498589006401	499.4588451063564	491.73427714481466	455.90885725193453	453.61771741977236	427.7544778986247	438.6892777800314	359.5251684948985	329.2033917728037	292.0750646424153	246.0041884750725	210.61706760158637	236.91130047110136	236.08505801522801	249.0616998602808	263.1920440754567	297.8470537812496	339.127315498479	448.11236312189214	425.95004168991517	415.1509185382821	486.0079590054609	502.4070135359169
8	879.1059084600831	904.4313923245651	969.9070175137374	1039.4151958629286	1085.5230782709361	1135.4945355862562	1131.621799018696	1140.5077010841355	1146.0238017022796	1165.314952464985	1145.5628849738398	1157.2724207544577	1185.0557910419484	1161.6952409387113	1161.8983547365415	1181.079184512295	1229.9503744022206	1223.9873563835083	1232.688435200033	1272.7642502691126	1240.5049777340096	1249.3667700232636	1216.9603715154656	1218.9404447827699	1207.1766843789144	1212.7398547914659	1190.4987160900582	1214.7391478691216	1224.27503022649	1249.749267276145	1264.7341844670339	1332.5636683180946	1379.7594368205855	1400.9927451713904	1427.7169182735963	1394.6527646533766	1490.51770425242	1460.5226024232431	1405.35589983996	1411.7977488214242	1402.4370380709254	1370.8488760065645	1323.002779039842	1312.1794284347573	1267.5821516853705	1247.5841387481569	1203.2530894136003	1202.5042301076396	1191.002222704009	1236.2103457921567	1128.2665340208039	1108.5043009650792	1043.3030260243502	1037.2570748516896	958.2182822793378	951.3630598610491	891.0424825138001	875.2076279209293	780.6944856652042	824.6491786561295	832.8030428857686	804.6978918488761	836.7511416267863	911.0499097150919	864.0319801552971	841.7383497915012	877.3411492259977	865.5245265877804	864.312681690597	816.8695990175133	729.874419140948	754.9127752861915	722.3468329377465	657.992945873195	605.3828661974582	579.8597304928633	549.4829139186176	526.861008702559	520.813971379076	445.85666015198177	453.1385726493318	444.3195370424913	427.3647382482434	435.7936879638764	383.44393468687684	327.00569528952735	311.74458962019776	287.2172664954224	273.7000359833625	237.39048489987428	234.65467335937228	247.73445996471906	273.7775338764121	304.3095684322951	340.1897850242886	428.4328900729904	453.89943055066743	525.0412107002041	472.3850568407272	502.7980060912015
9	883.3087930084366	914.0727616176832	966.7443637007038	1030.6811702136997	1083.8058557713268	1157.2883131321883	1151.8040156227069	1161.4074368957397	1138.042582676088	1137.3189409690683	1181.9189351093391	1149.285087722119	1103.0415055456988	1159.6612014806165	1129.2096349787562	1196.5924734205694	1253.6176418482319	1224.3616796136198	1221.6094996812672	1218.048098738543	1252.2799107117019	1282.0052835378372	1223.4891440595113	1217.2105375986266	1207.1577411774233	1224.378639246396	1192.558161241864	1190.1163706384418	1219.042134899709	1286.850702277394	1292.1281292414624	1336.2511657450648	1368.9230046857201	1403.0468205714876	1435.634463724695	1474.143395597235	1446.7438756260217	1459.51544209831	1481.3423592317683	1427.1024631185726	1318.8652076240667	1372.2409656595978	1322.9346706046188	1295.9916616389528	1263.340454200176	1192.2622983928313	1233.74513403764	1232.6883956948955	1171.486346386471	1128.1987073758794	1155.8443071485872	1075.5746037982885	1052.8086132565652	1050.7564239777519	962.1969585469665	944.7028651243858	914.3237568131492	852.5297783810258	882.6360341071369	826.1356270714165	802.8026977933747	840.5707305978369	864.8407132910792	844.86548194415	874.333485259354	905.3057900452685	880.2026793552645	769.5554811692925	794.0837687837707	823.984448615521	779.4824277469297	780.571446582843	698.1198543260856	660.1425465801265	609.2573373488389	580.6046613144183	550.4053480253689	526.5163667358705	506.8541535951427	492.8189587636331	483.8907282578405	450.6672506213844	426.28970870765306	431.4050433923793	399.29617790947333	364.82784805249014	328.12566285681567	275.3997293422843	193.32919227348495	238.99973774366666	233.23253215204596	247.90042636896393	268.305987631376	289.3985331219106	341.03692040365473	392.62981300525837	400.0070283687229	443.8571796859037	473.0040652154689	469.2299863896152
10	820.8606747787426	931.2532074755055	970.9205873504682	1058.0447509023863	1064.8578526066465	1062.3470805722097	1105.774571546168	1136.9553858308193	1167.9535460870006	1153.3131277331127	1149.3136551169118	1131.5999937292606	1189.671022013436	1160.2217526947893	1122.4071858521806	1187.1077303815023	1217.0765652264615	1225.9172513389021	1229.7336417467698	1258.6188585629438	1245.9819401407187	1268.978314224171	1233.219680894694	1217.639929499377	1207.5182803030557	1226.38478200112	1214.1002904092913	1203.6125079259634	1215.9360762768151	1250.2695938023714	1352.229519794503	1332.512844251093	1375.1393288967577	1440.1769330232844	1460.204170744876	1457.6847205828242	1485.3891882541106	1459.1153179094993	1421.0282871658628	1433.7890880284608	1392.0894027269417	1339.5382357825365	1323.6119145858825	1287.2093989509797	1265.9951835152522	1252.0302844437538	1184.4178293931498	1225.03724234436	1202.522041545915	1178.8127441009306	1141.2984626033715	1063.4757491392186	1083.8245305712787	1003.8620995099824	973.629977679017	936.2159195226219	903.4290636792085	859.3197338202916	818.4762759399866	825.8921817414089	834.2564604215262	831.5402011063443	782.5733761303221	868.6908947171643	837.6778250285405	862.5083759403029	877.3185914693578	829.8845813378466	867.0944079849847	838.9964932896835	753.2736586853175	738.4842064180796	685.7330608673311	652.5325790655287	609.2420373818895	580.200603798626	550.5245854065247	526.1180872913574	496.3188706296087	473.487032570927	480.3358329339908	450.4058423749829	425.2600886478039	399.930545607598	405.09729742074376	365.8458944878089	302.6991298621681	282.7458674565074	189.12836521335328	236.4695508154741	236.82635736393675	249.37616086198236	272.26364314594167	291.1067680339787	339.2672529406296	383.17178203962305	417.97696576185245	451.5430672811585	466.0539294798508	493.6110715064727
