ID	proteomics_1	proteomics_2	proteomics_3	proteomics_4	proteomics_5
1	33.27488626608753	32.7654966237603	32.701972641578955	31.874210945737037	30.288753224354195
2	32.849598817294044	34.771306180789026	31.6904664275592	32.02983570488584	31.61571866972361
3	34.929383212666764	34.2771594346234	33.53329630936908	31.48676146177906	31.05038785093096
4	33.96712014317081	34.38030329772765	33.59746372153752	33.08566721798212	31.426056575933398
5	36.57357256823416	32.66897897307231	32.02997655067036	31.97679480928725	31.87226823928319
6	33.096441763956626	35.230371282895874	33.40143903877804	32.297615044196604	33.315545937610636
7	34.379260856336664	33.01301314211775	33.5135060255159	32.541144007315005	33.19682893220849
8	32.47543286371084	34.62089318279089	32.40662963054411	33.18741507641895	31.945422043927856
9	32.42484940202704	33.56808662559308	31.830147696073087	33.2485152078851	32.19330896379686
10	34.430160918295925	30.80386681655	34.4725757834434	30.37429886597585	30.177405287869746
11	35.40007665543787	34.71570560679223	33.5201022211657	32.231806082630584	32.75629843884886
12	35.009366716267564	34.753070288826564	33.57218230812501	32.3602327047393	31.79616161409039
13	35.90442968286351	32.9258438272248	33.08835538421786	31.609341411598276	31.59650115989482
14	33.348535449823885	33.708714723097124	32.022058540820375	31.45873015691875	31.0148595157293
15	34.87355913208066	34.45683587409359	34.522215017587556	31.926166718760964	30.682734039212402
16	34.15442537906244	33.86930876820758	33.248984272262994	32.3121450889561	31.82547900217353
17	32.28491443416317	32.980502851299015	32.59909057160564	31.91561096899445	31.19950928317789
18	32.50514931581225	32.45208660108991	33.3158883749982	32.18200218949402	31.17890819140859
19	33.388371078632794	32.62432033315066	33.6911522195911	32.46636199231529	32.26801239447044
20	34.09238834443032	32.41327447427298	32.93738657977673	31.456537895511413	30.03974432851657
21	32.60108994467832	35.82232201823484	31.46790437427869	32.330255540178285	32.09284180395374
22	32.50005049292491	33.26822105222469	32.76736672989231	32.36385961662962	32.174524426681636
23	33.78762092273687	33.35249925985848	32.84922170771483	32.38531673452206	31.982724174364147
24	33.667508558574944	33.113509888294445	31.729363960971515	32.18421517415333	31.3380808093621
25	35.447753582638875	34.66032508546203	35.55846303857552	32.710665262084845	31.62340511275271
26	31.967790140494717	34.623675607283296	33.71314820147428	32.69312231678406	33.55313720426423
27	33.36634719191606	33.38559432815884	31.97362615571188	32.7155885191106	31.218844248801442
28	34.94716931680718	34.60739895973453	32.69377265752812	30.59145991378912	31.076628045383256
29	34.016148689854795	33.43184646772296	32.54506999004242	32.00583239858034	31.690856362096792
30	34.015973401642796	34.51302528171698	31.89041499267211	32.41592683906434	32.031262393197984
31	33.19428559728084	33.6402921516347	32.7337094047412	31.528139984852476	32.13083570008876
32	32.51935948717488	33.52417474123639	33.220593263284016	32.698569876022624	32.19055039632813
33	32.53313012529763	32.677274341278945	31.6225098441587	32.69136041126731	32.18593963598495
34	32.99607800986841	31.933652445379984	32.369648226286145	32.57106661182692	31.88418494774158
35	33.11890438875376	34.25575952836844	32.07470576626534	30.803231082190933	30.26274023985282
36	34.097681350491406	35.08992057495688	32.23090192214435	30.966041020450803	29.641684548049163
37	34.67856351371867	33.63599181203724	32.03557573725133	30.58186565702095	30.77984140138998
38	33.79503446010986	32.38464810653956	32.444092227525495	32.433443292264045	31.62179499188528
39	32.20637518279173	34.024334515332015	32.40139306770225	30.93275711483267	30.607920521071385
40	34.49817481198619	32.42437278547548	34.55100740982418	31.631968154067714	31.983296612009124
41	34.343648836311715	33.509590970550455	33.60167724379916	33.39134824982911	31.211845525458198
42	33.8472854561541	32.88627688125356	32.51212881743779	30.501526305616476	31.836233426590596
43	33.854468186114694	33.04878592512916	32.77659449487542	31.016679769533038	31.34524304409701
44	31.117222851314033	32.39346668252215	32.0892962583316	33.702275084967106	32.46143123244378
45	34.71982344525928	34.267353313153286	34.720149413127885	30.766414653839504	32.52138201345203
46	35.146655157791706	33.60610827548627	33.89112520494076	31.94438914322081	32.583539341452536
47	33.61722206353666	34.84606564796375	33.35533254827131	32.09428517749161	30.900789184861324
48	33.997266521390536	33.732258699737784	35.069265976363994	31.581804464973338	32.16256554303092
49	32.72059640322809	34.543393151294495	33.1822888050012	33.962560517270134	33.8627119920071
50	34.137361004299784	33.90170747874686	32.043989973114265	31.61442353967697	32.253454458667946
51	34.11057226630563	31.947195966688735	33.595144717682466	31.767227757411632	30.810328025077048
52	33.21155983158869	32.52417382926543	33.66908449903052	30.84531814532586	29.458895040107468
53	36.453679009089	33.37167348805742	33.99063486592603	33.46483421579944	33.2758460358176
54	32.33019633233933	33.10996162550231	32.98235734525742	33.32818030380287	32.70712247715653
55	33.17082090090345	33.403087732584055	30.294787381951544	32.271034932142285	31.135367294845192
56	34.811716680210665	34.48318797162448	33.88415801116316	32.395467323441466	32.14140868129202
57	34.01691848347439	34.67330746819694	32.77637330071709	32.600793547986044	32.77438891090798
58	33.594954724284854	34.25271205047225	32.36251028521639	31.833096196894513	31.025030243523787
59	33.211712186731404	33.60229644740635	32.684935151703066	32.14195444106874	32.33185787078858
60	33.658144688870884	33.85679300967512	33.83073715020908	32.615133025792524	32.17656643253941
61	34.23796110788156	33.04050657829745	33.516239079649615	32.067978407329676	33.22534100985637
62	34.091504980682075	33.85719151016843	33.57941886617381	32.14756569618789	31.638980656687938
63	34.437965465426785	34.17287764144121	31.66007157476314	32.17076209800788	32.06883353024656
64	33.861618341563684	33.84072166936983	32.48359505021874	31.80946297562931	31.517199642618753
65	35.56027555190601	33.262842521300854	32.48448497750395	33.16179978194255	33.56053415210064
66	33.33808545699075	33.324938754376845	31.50740335302342	31.134047327885956	31.497239009297875
67	33.442196909099046	32.60874717134877	32.61799054572383	31.753701954951293	31.50192190368424
68	33.04434420654374	34.487135725129136	32.823641953477015	32.956472708749295	31.782526123686083
69	32.90937982555809	33.09149481800445	32.06283580991403	33.83188594666022	31.286245645255548
70	35.59778029930985	33.05845103691404	32.11478575994144	31.65340842161143	31.847388433986904
71	33.19717806801309	35.01532181316588	33.97955220249287	34.09203574699227	33.119429548845595
72	33.67088794576202	34.07784472836974	32.023256413649996	33.158910641850554	32.54404366897772
73	35.09805038404221	34.583052055837165	31.277346971875573	31.895817944254436	32.76918834521879
74	32.67307301940515	35.49214602798941	33.51114687489336	32.85836861200262	31.91849984082166
75	32.961917972959355	33.22128043074117	32.15994387831301	30.912688162814433	33.0623880048824
76	31.978999032158896	35.33523477615944	32.93671318645599	30.40214077379606	30.580915658268555
77	32.87500145522982	33.723490268893954	32.45093856404812	33.41717659447468	33.27293379876665
78	31.94269105868081	33.74905337842808	32.049105016558194	33.22918130985224	32.17055572948336
79	35.25715832649865	33.76735022688158	33.83656162214227	32.792448341803336	32.28857754019529
80	35.778628219270956	33.561960766984896	33.462785116746566	32.269505719289604	32.348060004293046
81	34.52035390576934	34.24035793227006	32.8634845119328	32.54840053888208	34.05180588333665
82	33.575910446818874	32.64138693877289	33.94730503210419	31.83472463278995	30.027126640477995
83	34.21587942171684	33.303014228406	33.007285543023286	29.50576214473114	30.0857827941935
84	32.80230271400893	31.37214426500957	34.29248465046649	34.30612940380034	32.208205319465634
85	33.286723431390165	33.59090817691115	33.64133728288414	31.739926695452603	32.276620170653295
86	34.228577404008504	33.706460356340735	33.21649270708936	31.220506367858498	31.922353585816577
87	33.06421898775851	33.714239314286424	33.27966799317393	30.676487329649134	31.710009298743643
88	35.84755552256891	34.534394243761426	35.151833438230405	30.939281086083138	28.569026916048138
89	34.403229542379215	33.47065192921843	32.45072066440585	32.64833635565274	31.82724771494507
90	34.98625462149592	33.79093438792954	34.06546989115296	32.99553139711349	33.09548571114378
91	32.39554883257706	33.809584485702686	33.91469195496064	32.4659638537779	32.72457780630481
92	34.21319546800052	33.742241834457474	32.92742807163136	29.8442409592545	32.053505270823976
93	34.29312588068527	33.06149329912124	34.30999664025681	33.51756433122542	33.13062429516244
94	34.013206769215024	34.52373520848614	31.72210049938432	33.62162965977461	32.65937565638435
95	34.38845573297962	33.534778503829706	32.60787461512111	31.49543799326425	31.85333504958608
96	32.24430448142985	33.10880495414276	31.559625717091087	33.739354724875845	33.60294919570554
97	33.21658255086847	34.6885983417843	32.211153212987774	29.856315694373546	30.66645128303029
98	33.49862805710033	33.872558121269854	33.15610739637776	32.49482305081455	32.10204670224852
99	31.928122655477637	34.631300905610324	33.52523352427836	32.476926458062096	32.33617996052234
100	33.94317276845408	34.273490089569634	33.74277223753804	32.871099463726395	34.00090414081287
101	36.22652841994858	34.338708189518364	32.50013016433501	31.16743507467475	31.059268384322884
102	34.072428064354035	34.60329974318877	33.03594371163843	31.819504942974984	32.738736746287735
103	33.361409965683066	33.68823719933254	32.85743270068754	32.06855128752344	31.56285835875693
104	34.588089264096936	34.470913904636014	33.24494450964145	31.501737214808355	30.92229431140247
105	34.69144904755895	32.4725808783411	32.51374165162834	33.21098969089738	33.24527983180195
106	34.64398115125537	33.41415440854876	30.965004378218808	30.608778361216157	31.09516689429487
107	33.62939712085682	32.388687095113156	33.49184781286389	32.16498466616716	32.82845770673817
108	35.24000564893434	35.39680207449971	34.967091733580475	32.538245362561504	31.954468593046716
109	33.90097265705252	35.504323278910114	31.50171006283204	30.923257200989188	29.80631956189132
110	33.65367229297714	32.827668004956024	32.971468699327936	32.370395414586284	33.42148066043573
111	33.97005007283903	33.51405268654362	33.281636404156096	32.81537097437276	32.31636969709799
112	35.18931160673235	32.77183184586946	29.667858155218795	31.335645556880166	32.563523768327286
113	33.38825520903386	34.78399327226105	34.69607076413154	33.90555265161688	33.591048108925264
114	32.66288948690616	33.35314408711765	33.37648519130351	33.61131628887821	33.85358771837806
115	32.411437657079276	34.27171256387785	31.31297617684358	31.680751004071986	32.04639290784404
116	34.43310136139272	32.30044814541689	34.424507740870546	32.145508718173524	31.650444026690796
117	33.21044718637543	33.18019838772418	33.67014155784358	33.30747973049582	32.54148743372786
118	31.600035208255505	32.439302056351245	32.12228780287807	32.455257365315695	31.29965955964147
119	34.62727575774876	33.66574286660876	32.872378582582236	32.022622583127536	33.944152904594226
120	35.27290029763782	32.54949679496374	34.20568846200723	33.304712438730306	33.54173268407648
121	34.245733935199105	34.43184537310348	33.800193762062605	32.1216193116432	31.546544990885227
122	33.19886826531678	32.4333963878723	33.098795669678964	31.95315605659601	31.494042763056473
123	34.2158063640296	35.0502792001011	31.773792276946107	32.93722773256731	33.73492733060024
124	33.46793118550606	32.00268731986865	33.02667762976456	32.256705412711725	31.584482762780713
125	34.10426988282998	33.102719254389754	31.64693706471909	34.087630456535145	32.610387928955845
126	33.566828128482015	33.41862662762637	31.709877469340423	32.73056847664809	32.797038349770894
127	34.64252078223427	33.22720286677988	33.498406908052864	32.89059405963704	32.17407159378802
128	33.587116671189534	33.62040325108921	33.73455365552795	31.264948628190446	32.155787144645174
129	32.92529091347731	33.84348863401664	33.70224640049092	31.9214259892928	33.142135852535716
130	33.41083452070835	33.51314619704943	31.647166830438504	31.63559033673492	30.84228795947976
131	34.84314637856482	34.363608316329554	32.61571731932943	30.98810072485469	31.447196782314617
