sample	metagenomics_1	metagenomics_2	metagenomics_3	metagenomics_4	metagenomics_5	metagenomics_6	metagenomics_7	metagenomics_8	metagenomics_9	metagenomics_10	metagenomics_11	metagenomics_12	metagenomics_13	metagenomics_14	metagenomics_15	metagenomics_16	metagenomics_17	metagenomics_18	metagenomics_19	metagenomics_20	metagenomics_21	metagenomics_22	metagenomics_23	metagenomics_24	metagenomics_25	metagenomics_26	metagenomics_27	metagenomics_28	metagenomics_29	metagenomics_30	metagenomics_31	metagenomics_32	metagenomics_33	metagenomics_34	metagenomics_35	metagenomics_36	metagenomics_37	metagenomics_38	metagenomics_39	metagenomics_40	metagenomics_41	metagenomics_42	metagenomics_43	metagenomics_44	metagenomics_45	metagenomics_46	metagenomics_47	metagenomics_48	metagenomics_49	metagenomics_50	metagenomics_51	metagenomics_52	metagenomics_53	metagenomics_54	metagenomics_55	metagenomics_56	metagenomics_57	metagenomics_58	metagenomics_59	metagenomics_60	metagenomics_61	metagenomics_62	metagenomics_63	metagenomics_64	metagenomics_65	metagenomics_66	metagenomics_67	metagenomics_68	metagenomics_69	metagenomics_70	metagenomics_71	metagenomics_72	metagenomics_73	metagenomics_74	metagenomics_75	metagenomics_76	metagenomics_77	metagenomics_78	metagenomics_79	metagenomics_80
1	-1.523557186126709	-1.0107799768447876	0.19459185004234314	0.17046919465065002	0.16915017366409302	-0.9154313802719116	-0.4241563677787781	0.1746196150779724	0.18654297292232513	0.1709911823272705	-1.2671939134597778	-0.31933629512786865	-0.18155670166015625	-0.5070288181304932	-0.014120861887931824	0.08707867562770844	-2.5941460132598877	-0.14511993527412415	0.04014177620410919	-0.2658633589744568	-0.16619975864887238	0.01955646276473999	0.34039783477783203	-0.2753962576389313	1.3702021837234497	-0.9421768188476562	-0.31283000111579895	0.013002246618270874	-0.8343113660812378	-0.0028837472200393677	-0.1421104073524475	0.16504783928394318	0.08877933025360107	0.2982822060585022	-0.4827747344970703	0.4355763792991638	-0.0006806850433349609	-0.7136951684951782	-0.38722315430641174	-0.2146472930908203	0.16969770193099976	0.13819581270217896	0.4512118399143219	0.644339919090271	0.4893304109573364	-0.41903629899024963	-0.9435850381851196	-0.05784104764461517	0.27587419748306274	1.6715340614318848	-0.41203179955482483	0.29837051033973694	-0.05138722062110901	0.2503329813480377	-0.3099710941314697	-0.044092997908592224	-0.050334632396698	0.1970202773809433	0.05738969147205353	-0.5245271921157837	0.6445044279098511	-0.4747106432914734	0.24748294055461884	0.05541692674160004	0.0018156468868255615	0.05365997552871704	0.006488919258117676	-0.3442431390285492	-0.09577248990535736	0.6464593410491943	-0.7666056156158447	-0.023767739534378052	-1.2886916399002075	0.02688610553741455	0.004332154989242554	-0.6169558763504028	-0.2643551230430603	0.002765074372291565	1.442570447921753	-0.3647572696208954
2	0.04511000216007233	0.16859394311904907	0.0010694712400436401	0.5093263387680054	-0.045142948627471924	2.377547025680542	-0.28272756934165955	-0.8749663829803467	-1.5143282413482666	-0.005175963044166565	-2.3448386192321777	0.1510498821735382	0.016383007168769836	-0.016019850969314575	0.04210662841796875	0.03682394325733185	3.13464617729187	-0.32589995861053467	-0.03955817222595215	0.4079236388206482	-0.010642632842063904	-0.09730646014213562	0.651262640953064	-0.3102680444717407	-0.6011131405830383	0.7937477231025696	-0.7884130477905273	-0.15349698066711426	-1.806445837020874	-0.509033739566803	0.012846827507019043	0.25250881910324097	0.4167852997779846	-0.10903492569923401	0.302504301071167	0.7595729231834412	0.2124171257019043	1.1500940322875977	0.36351367831230164	-0.18375316262245178	-0.08375328034162521	0.004932373762130737	0.683646559715271	0.038566529750823975	0.07939468324184418	0.26090508699417114	-0.468463659286499	-0.0012345314025878906	1.0801359415054321	-2.4299237728118896	0.033134520053863525	1.7858538627624512	0.02903836965560913	0.5778753757476807	0.19809231162071228	-0.13485419750213623	0.1943485140800476	0.13889417052268982	0.08024347573518753	0.07747781276702881	-2.0877325534820557	0.24520158767700195	-1.9526252746582031	-0.09274286031723022	0.012169986963272095	-0.09315741062164307	-0.13701465725898743	-0.017273887991905212	0.06603589653968811	-0.043883681297302246	1.1542716026306152	-1.060858964920044	0.17790712416172028	-0.050157830119132996	0.7532933354377747	-0.7031758427619934	2.674670696258545	-0.012646570801734924	1.7575383186340332	0.3290937542915344
3	0.0327957421541214	-0.11940932273864746	-0.8523921966552734	-0.055591315031051636	-0.18996384739875793	-0.8996927738189697	0.015669330954551697	0.25681668519973755	0.7677829265594482	0.3477102518081665	0.5692328214645386	-0.22335511445999146	0.09756672382354736	-0.9296375513076782	-0.15328487753868103	0.11562959849834442	3.458040237426758	0.33465737104415894	-0.19648674130439758	-0.16861635446548462	-0.04092368483543396	0.027305230498313904	0.5479027032852173	-0.8000603914260864	-0.2894320487976074	0.0285351425409317	0.8034780025482178	-0.07703326642513275	2.665407419204712	-0.02044801414012909	-0.08369480073451996	0.027800261974334717	-0.1680261194705963	-0.5566904544830322	0.4602499008178711	-1.1603891849517822	0.020947515964508057	1.8521637916564941	0.6287403702735901	0.0029727518558502197	-0.1869789958000183	-0.04675638675689697	-0.8854439854621887	-0.6340792179107666	0.43976694345474243	-0.35797369480133057	0.5332280397415161	0.11435611546039581	-0.8073721528053284	0.6743501424789429	0.30321988463401794	-0.08963483572006226	0.13201922178268433	-0.7142974138259888	-0.28385281562805176	0.1755847930908203	0.2396734058856964	0.0097903311252594	-0.2368752360343933	-0.44980111718177795	0.17809531092643738	0.25484561920166016	0.3280237317085266	-0.00182342529296875	-0.28728729486465454	0.1568112075328827	0.772310733795166	-0.02369636297225952	-0.4948435425758362	1.42380952835083	0.025897979736328125	-0.613777756690979	0.001010119915008545	0.020312577486038208	1.705782175064087	0.0877925306558609	1.8135466575622559	0.025403156876564026	0.670741856098175	0.03739595413208008
4	-0.06500179320573807	0.04224976897239685	-0.03580614924430847	-0.9848763942718506	-0.06180848181247711	0.19559979438781738	-0.5389950275421143	1.9177618026733398	0.3199557065963745	0.2722240686416626	-0.4799381494522095	-0.014996945858001709	-0.02244984358549118	0.014002695679664612	0.047033295035362244	0.30352702736854553	-0.057971276342868805	-0.928315281867981	-0.2213529646396637	-0.09185600280761719	0.029587924480438232	-0.24555379152297974	-0.04611936956644058	0.205351322889328	-0.40397316217422485	0.4666379690170288	-0.7475498914718628	0.02933545410633087	-2.3617653846740723	2.280637741088867	-0.07089102268218994	-0.4606858193874359	0.4449673891067505	-0.3147360682487488	-0.3740096092224121	1.4951421022415161	1.28786301612854	-0.2900155782699585	-0.6931216716766357	-0.08215425908565521	0.4026436507701874	-0.03752890229225159	0.4409971237182617	0.19245678186416626	0.3896815776824951	-0.20309878885746002	-0.1997160166501999	-0.6143115758895874	-0.0880323052406311	0.40548989176750183	0.12269264459609985	0.45886626839637756	0.047813333570957184	-1.3917076587677002	-0.018605001270771027	0.1032416820526123	0.04992934316396713	-0.2820241153240204	-0.11282344162464142	1.4358139038085938	-0.10811299830675125	0.17229479551315308	0.6334747076034546	0.08033415675163269	0.041812509298324585	-0.522823691368103	0.3721306622028351	0.39661481976509094	-0.3675878942012787	0.2765258252620697	-0.40942585468292236	0.0008808299899101257	0.5952070951461792	0.009642452001571655	-0.002103172242641449	0.43712911009788513	0.38924360275268555	-0.002553217113018036	0.10449600964784622	-0.0012095347046852112
5	0.04608215391635895	-0.17536167800426483	-0.10882239043712616	0.38120347261428833	-0.6400099992752075	-0.9002830982208252	-0.05081871151924133	0.18512967228889465	-0.8187968134880066	0.047653913497924805	1.449648380279541	-0.29169440269470215	-0.05603237450122833	-0.16963598132133484	-0.0005483999848365784	-0.12926992774009705	-1.5950762033462524	-0.4052298963069916	-0.08648988604545593	0.15360310673713684	0.4480856955051422	-0.8462982177734375	0.3123106360435486	0.25940918922424316	0.1278304159641266	-0.8903529644012451	-1.1385679244995117	1.4742718935012817	2.380061149597168	-0.12762054800987244	0.052488088607788086	-0.03080279380083084	-0.004514902830123901	1.4558279514312744	-1.1528944969177246	0.37935295701026917	-0.3593275845050812	0.5103512406349182	0.07710902392864227	0.3770662546157837	-0.10281342267990112	0.023175060749053955	-0.6484464406967163	0.4133613109588623	0.30517348647117615	-0.03276718407869339	-0.9511740207672119	-0.18697157502174377	-1.889772653579712	0.04621443152427673	0.08132365345954895	-0.9894586801528931	-0.1535426378250122	0.9042547345161438	-0.0007954910397529602	-0.04453331232070923	0.041762106120586395	-0.016021020710468292	0.2498403787612915	0.1388826221227646	1.0942611694335938	0.4153490662574768	-0.426528662443161	-0.08730529248714447	-0.20620524883270264	-0.3807707726955414	-0.32356593012809753	-0.0044983625411987305	0.016406744718551636	0.09136760234832764	-0.19969022274017334	-0.18503308296203613	-1.5197343826293945	0.06860397756099701	0.022524237632751465	-2.884275197982788	-0.645246684551239	-0.0026987120509147644	-0.6728677749633789	-0.009899012744426727
6	0.4206554889678955	-0.2564140856266022	-0.07506698369979858	-0.28182464838027954	0.10635548830032349	3.452183961868286	0.060332030057907104	-0.9174447059631348	-0.6165896058082581	0.048654705286026	0.7268457412719727	-0.16416770219802856	-0.09809702634811401	-0.6309139728546143	0.004065334796905518	-0.11348706483840942	-0.41640719771385193	-0.6081108450889587	0.010595828294754028	0.21646687388420105	-0.032049328088760376	-0.22528381645679474	-0.3834003508090973	1.828184962272644	-0.5378989577293396	0.42496606707572937	0.7253275513648987	0.10924869775772095	2.647437334060669	-2.22084903717041	-0.05660581588745117	0.23084938526153564	-0.008087247610092163	-0.6714476943016052	-0.4196626842021942	0.11382421851158142	-0.5974743366241455	0.17400404810905457	0.40541571378707886	0.12983572483062744	0.04859784245491028	-0.3743034303188324	-0.8532987833023071	0.06848657131195068	-1.6721941232681274	0.09855806827545166	-0.13940289616584778	0.23610779643058777	-0.03860318660736084	-1.0321180820465088	0.006693035364151001	0.8428359031677246	-0.0022600293159484863	0.1480039656162262	0.2542959451675415	0.4000421166419983	-0.10084259510040283	-0.5601742267608643	-0.1367124617099762	0.22248238325119019	-0.17088723182678223	0.14358705282211304	-1.7010188102722168	-1.3312649726867676	-0.09890484809875488	0.27859264612197876	0.9999240636825562	-0.046810418367385864	0.3653320074081421	-1.2601664066314697	-0.2160719335079193	-0.810455322265625	-0.1104687750339508	0.037119150161743164	0.3931787610054016	0.1898285448551178	0.26611536741256714	-0.0020997226238250732	-0.4118378758430481	0.24696868658065796
7	0.03243103623390198	-0.11932379007339478	0.06850236654281616	-0.25187408924102783	0.6971238851547241	-2.1179075241088867	-0.03350585699081421	0.9385186433792114	1.3379743099212646	-0.47185295820236206	0.751846194267273	-0.24025827646255493	-0.014312401413917542	-0.5072975158691406	0.11918437480926514	1.287599802017212	0.7539269924163818	-0.2784122824668884	-0.13990412652492523	-0.11620770394802094	-0.13055381178855896	-0.24656569957733154	-0.1572277545928955	-0.6908503770828247	-0.9337784051895142	0.23625493049621582	2.729064464569092	-0.05083439499139786	-0.8452565670013428	0.41065406799316406	-0.02707543969154358	0.566463828086853	0.24472162127494812	-0.2840568423271179	-1.729285478591919	-0.008688479661941528	0.02151457965373993	0.9030686616897583	0.8057217597961426	-0.412320613861084	0.018725208938121796	0.13357862830162048	0.8873060345649719	-0.2046995311975479	0.30167871713638306	0.212690532207489	1.1156156063079834	-0.5775464177131653	-2.7524709701538086	0.21142145991325378	-0.30210113525390625	-1.2683475017547607	-0.03716364502906799	-0.11773817241191864	-0.1257001757621765	0.10926657915115356	-0.34166955947875977	-0.013004392385482788	0.16221213340759277	0.3273083567619324	0.6987113952636719	-0.19301950931549072	0.563224732875824	0.46841490268707275	0.004249989986419678	-0.048399582505226135	-0.07089617103338242	-0.0488106906414032	-0.19641199707984924	-0.10786370933055878	-0.18290279805660248	0.296255886554718	0.5812438726425171	-0.45099782943725586	0.9363066554069519	0.4303370714187622	0.8957980871200562	-0.11532968282699585	-0.4705040156841278	-0.4482495188713074
8	-0.8550481796264648	-0.06414270401000977	0.0015834588557481766	-0.2197127342224121	-0.27542364597320557	-0.5863838791847229	-0.26949599385261536	0.71904456615448	-1.046109676361084	-0.13715443015098572	1.618699550628662	0.795371413230896	0.2567843794822693	0.03569304943084717	0.0069895535707473755	-0.13552726805210114	0.7611361742019653	0.34957486391067505	0.039849527180194855	-0.1508573591709137	0.03795558214187622	-0.13869553804397583	1.8999016284942627	-0.06778310239315033	0.15730252861976624	-0.07767729461193085	-1.209503412246704	-0.0811850056052208	-0.915952205657959	0.061937928199768066	0.11455303430557251	-0.045018520206213	-0.18396717309951782	1.1052993535995483	-0.17148834466934204	0.9669849872589111	0.6932341456413269	1.7912652492523193	-0.1930074393749237	0.4198581278324127	0.04469120502471924	0.07144394516944885	-0.2844966650009155	0.08406677842140198	0.3498614728450775	0.0054712435230612755	-0.4109930694103241	0.3260135352611542	1.1852127313613892	-0.965222954750061	-0.1998395323753357	1.6468300819396973	0.19351568818092346	-1.2366012334823608	-0.3355412781238556	-0.085214763879776	-0.0840248093008995	0.06500013917684555	0.413409948348999	1.9469115734100342	2.004929304122925	-0.15721043944358826	1.5767524242401123	-0.022651702165603638	-0.023346558213233948	-0.036656901240348816	-0.6003335118293762	0.16880542039871216	0.0026500634849071503	-0.009330067783594131	0.4585590362548828	0.17405711114406586	0.23445908725261688	0.15371301770210266	1.4957951307296753	-0.3025687038898468	-0.274586945772171	-0.2602137625217438	1.314933180809021	-0.48630595207214355
9	0.11740356683731079	0.013094276189804077	0.17519736289978027	-0.5165491700172424	-0.27091723680496216	0.612769365310669	0.07749786972999573	1.7330222129821777	-0.9083651304244995	0.3663758635520935	0.5706144571304321	-0.1258929818868637	-0.007846787571907043	-0.21173712611198425	0.014302656054496765	0.8880782127380371	0.19839997589588165	0.5926014184951782	-0.0224582701921463	0.10640019178390503	0.0012325048446655273	-0.16049693524837494	-0.8298018574714661	0.48210710287094116	-0.5773106813430786	-0.6843549013137817	-1.6726542711257935	0.03486695885658264	0.5821700692176819	-0.3045192360877991	0.07271230220794678	0.2953471839427948	0.021700233221054077	-2.0376338958740234	-0.9763810634613037	-2.8173513412475586	0.2689378261566162	0.15163153409957886	0.1529589593410492	-0.42159491777420044	0.07047116756439209	-0.06318682432174683	0.04928366839885712	-0.01572158932685852	1.4661028385162354	0.5416646599769592	-0.4920344948768616	-0.13783329725265503	-0.006528109312057495	-1.0420281887054443	0.4083271622657776	2.061466693878174	0.0188303142786026	0.8649909496307373	0.36994457244873047	0.03419607877731323	0.03480653464794159	-0.02011016011238098	-0.4703561067581177	-0.17523181438446045	-1.6021770238876343	0.40536344051361084	1.2432503700256348	0.05410909652709961	0.5671359300613403	0.15955764055252075	-0.17354050278663635	-0.08200743794441223	0.40336209535598755	0.2960706651210785	1.243292212486267	0.9047020673751831	-1.0436992645263672	0.06461820006370544	0.35787010192871094	-0.07908643782138824	0.19790206849575043	0.5182374715805054	-2.8648862838745117	-0.49897652864456177
10	-0.4572771191596985	-0.21169763803482056	0.007303506135940552	0.7437010407447815	0.08358520269393921	-1.8995994329452515	-0.23253580927848816	0.8002507090568542	-1.251905918121338	-0.005043983459472656	0.8635410070419312	-0.12011764943599701	-0.10010546445846558	0.34114861488342285	-0.12186285853385925	0.2547513246536255	-0.5724773406982422	-0.5429576635360718	0.07409140467643738	-0.09848350286483765	0.43368127942085266	0.3313489556312561	0.20571041107177734	0.04105524718761444	1.2598907947540283	-0.8976099491119385	-0.14174239337444305	0.08905453979969025	-0.7287470102310181	0.372485876083374	0.022022515535354614	0.06901004910469055	-0.1917843371629715	-0.7390994429588318	0.01498684287071228	-0.6745666265487671	0.21480703353881836	-1.191383957862854	0.9675228595733643	-0.09011495113372803	-0.00043614208698272705	-0.05980569124221802	0.1756323277950287	-0.03841543197631836	-0.004523545503616333	-0.01673904061317444	0.23157833516597748	-0.5874825716018677	-0.1812841296195984	-0.6714929342269897	0.5643846988677979	-2.38561749458313	0.2092418670654297	0.5475426912307739	-0.35990309715270996	-1.0494074821472168	-0.14813655614852905	-0.00031179189682006836	1.4263168573379517	-0.7860173583030701	0.3284375071525574	-0.7013940811157227	-1.2162718772888184	0.04212166368961334	0.004862576723098755	0.339596688747406	0.10614898800849915	-0.21219420433044434	-0.605032205581665	-0.8148825168609619	-0.09005160629749298	0.3995891213417053	0.2519303560256958	0.004284501075744629	0.017961621284484863	0.6856615543365479	0.6916372776031494	0.24940603971481323	-1.4152134656906128	-0.03642675280570984
